composer,url,title,date,from,originator,arranger,text author,duration,difficulty level,voicing,voicing notes,soloists,instruments,language,,,,sample performance,range notes,tessitura notes,vocal line notes,voice type notes,accompaniment,general notes,provided by
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Kyrie,,,,,,,,SATB,,,"2vln, org",,https://www.areditions.com/leonarda-selected-compositions-b059.html,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Kyrie,,,,,,,,SATB,,,"2vln, org",,https://www.areditions.com/leonarda-selected-compositions-b059.html,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Magnificat Op. Viii,,,,,,,,SATB,,,pno,,https://www.free-scores.com/download-sheet-music.php?pdf=31840,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Magnificat Op. Viii,,,,,,,,SATB,,,pno,,https://www.free-scores.com/download-sheet-music.php?pdf=31840,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Messa Prima Vol 1: Kyrie Gloria,,,,,,,,SATB,,,"2vln, vc, org, continuo",,https://www.classicalvocalrep.com/products/Messa-Prima-Vol-1-Kyrie-Gloria-384409.html,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Messa Prima Vol 1: Kyrie Gloria,,,,,,,,SATB,,,"2vln, vc, org, continuo",,https://www.classicalvocalrep.com/products/Messa-Prima-Vol-1-Kyrie-Gloria-384409.html,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,O Anima Mea,,,,,,,,SS,,,org,Latin,https://imslp.org/wiki/O_anima_mea_(Leonarda%2C_Isabella),,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,O Anima Mea,,,,,,,,SS,,,org,Latin,https://imslp.org/wiki/O_anima_mea_(Leonarda%2C_Isabella),,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Sicut Turtur,,,,,,,,SAB,,,"2vln, continuo",,https://www.free-scores.com/download-sheet-music.php?pdf=30458,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Sicut Turtur,,,,,,,,SAB,,,"2vln, continuo",,https://www.free-scores.com/download-sheet-music.php?pdf=30458,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Surge Virgo,,,,,,,,SATB,,,org,,https://www.hildegard.com/catalog.php?s=Isabella+leonarda,,,,,,,,,,
ISABELLA LEONARDA,https://en.wikipedia.org/wiki/Isabella_Leonarda,Surge Virgo,,,,,,,,SATB,,,org,,https://www.hildegard.com/catalog.php?s=Isabella+leonarda,,,,,,,,,,
ISANG YUN,https://en.wikipedia.org/wiki/Isang_Yun,"Engel in Flammen, Memento and Epilogue",1994,,,,,"21'25""",,,,soprano,"2fl+picc - 2ob +eh - 2cl - 2bsn / 4hn - 2tpt - 2tbn - 1tba / timp,2perc / hp / chor / str",,http://www.boosey.com/cr/music/Isang-Yun-Engel-in-Flammen/3267,https://www.boosey.com/cr/perusals/score?id=16071,,https://www.youtube.com/watch?v=GBUxGf0TLsw,,,,,,,
ISANG YUN,https://en.wikipedia.org/wiki/Isang_Yun,"My Land, May People (Naui Dang, Naui Minjokiyo)",1987,,,,,"40'05""",,,,Voice,"4fl+2picc - 4ob+eh - 4cl+bcl - 4bsn+cbsn / 6hn - 4tpt - 3tbn - 1tba / timp,perc / SATB chor / str",,http://www.boosey.com/cr/music/Isang-Yun-My-Land-My-People/417,,,https://www.youtube.com/watch?v=zPFngXzkAe0,,,,,,,
ISANG YUN,https://en.wikipedia.org/wiki/Isang_Yun,Om mani padme hum,1964,,,,,"27'05""",,,,Soprano and Baritone,"3fl+picc - 2ob,eh - 2cl+bcl - 1bsn,cbsn / 2hn - 2tpt - 1tbn - 1tba / timp,5perc / 2hp / cel / chor / str",,http://www.boosey.com/cr/music/Isang-Yun-Om-mani-padme-hum/27335,https://www.boosey.com/cr/perusals/score?id=32825,,https://www.youtube.com/watch?v=H9GVOIEpDRs,,,,,,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Anamnesis Luctuoso,2014,,,,,"5'30""",,,,Soprano solo,,Scat/Vocables/Syllables,https://www.ivanrodriguezmusic.com/vocal-choral#choir,,https://www.youtube.com/watch?v=p0YeEkeUwfk&ab_channel=IvanEnriqueRodriguez,,,,,,,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Anamnesis Lucutoso,2014,,,,,"5'30""",,Other (see below),SSAATTB,Soprano,,Greek,,,,,,,,,Unaccompanied,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,"Ars, Lux et Veritas",2013,,,,,14',,,,"solo soprano, solo tenor",,,https://www.ivanrodriguezmusic.com/vocal-choral#choir,,,,,,,,,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Blessed be !,2016,,,,,"4'00""",,SATB,,,,English,,,,,,,,,Piano/Keyboard,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Blessed Be!,2016,,,,,4',,,,,pno,,https://www.impulse-music.co.uk/sarahrodgers/catalogue/,,,,,,,,,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Madre Luna,2014,,,,,"4'00""",2,SSAA,,,,English,,,,,,,,,Unaccompanied,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Madre Luna,2014,,,,,4',,,,,,,https://www.ivanrodriguezmusic.com/vocal-choral#choir,,,,,,,,,,
IVÁN ENRIQUE RODRÍGUEZ,http://www.ivanrodriguezmusic.com/,Sinfonía No. 1,2016,,,,,"50'00""",6,SATB,,"Soprano, Mezzo-Soprano, Tenor, and Bass","3fl+picc - 2ob,eh - 2cl,bcl+ebcl - 2bsn,cbsn / 6hn - 3tpt - 2tbn,btbn - 1tba / 2timp,3perc / 2hp / SATB chor / str",,,https://issuu.com/ivanrodriguezmusic/docs/sinfon__a_no.1_-_parte_i__ii___iii_,,,,,,,,,
J. ROSAMOND JOHNSON,https://en.wikipedia.org/wiki/J._Rosamond_Johnson#Musical_works,Lift Every Voice And Sing,,,,,,,,Unison,,,"fl, str",English,http://www.williamgrantstillmusic.com/WorksforVoiceorVoicesandPiano.htm,,,,,,,,,,
J. ROSAMOND JOHNSON,https://en.wikipedia.org/wiki/J._Rosamond_Johnson#Musical_works,Lift Every Voice For Freedom,,,,Moses Hogan,"James Weldon Johnson, Samuel Francis Smith",,,SATB,,,,English,https://www.halleonard.com/product-family/PC16346/lift-every-voice-for-freedom,,https://www.halleonard.com/product-family/PC16346/lift-every-voice-for-freedom,,,,,,,,
JACQUELINE NOVA,https://issuu.com/elmamm/docs/album_jnova/1?ff=true&e=8569033%2F52163968,Hiroshima,,,,,,,,,,Contralto and Countertenor,,,,,,,,,,,,,
JACQUELINE NOVA SONDAG,https://en.wikipedia.org/wiki/Jacqueline_Nova,Hiroshima,,,,,,,,,,,,,,,,,,,,,,,
JAMES LEE III,https://www.jameslee3music.com/,Come Unto Me,,,,,,,,,,,,,,,http://www.jameslee3.com/wp-content/uploads/2012/12/05-Come-Unto-Me.mp3,,,,,,,,
JAMES LEE III,https://www.jameslee3music.com/,Give Me Jesus,2016,,Jacob Knapp,James Lee III,,"6'30""",,SATB,,,,English,http://store.subitomusic.com/index.php?main_page=product_info&cPath=3_110_558&products_id=7800,,,http://www.youtube.com/watch?v=TB1VKcqXplU,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,I Remain,2017,,,,,"3'00""",,TTB/TBB,,TBB with Tenor Solo,,English,https://jamieklenetsky.com/works/,,https://soundcloud.com/jamieklenetsky/i-remain,,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Neighbors At Seven,2020,,,,,"5'00""",,SATB,,,,English,https://jamieklenetsky.com/works/,,https://youtu.be/cV0vR9smN-Y,https://youtu.be/cV0vR9smN-Y,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Never Again,2019,,,,,"3'00""",,SATB Divisi (SSAATTBB),,,,English,https://jamieklenetsky.com/works/,,,,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Seawall,2016,,,,,"4'00""",,SATB Divisi,,,,English,https://jamieklenetsky.com/works/,,https://soundcloud.com/c4ensemble/seawall,https://youtu.be/YcWLal5mGXY,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Sunrise,2009,,,,,"3'00""",,SSAA,,,,English,https://jamieklenetsky.com/works/,,,,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,The Words,2020,,,,,"4'00""",,"High, Middle, Low (specifically genderless per composer)",,,,English,https://jamieklenetsky.com/works/,,,,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Tomaraji Na Kumo,2016,,,,,"3'00""",,SATB Divisi,,,,Japanese,https://jamieklenetsky.com/works/,,https://soundcloud.com/jamieklenetsky/tomaraji-na-kumo-the-ceaseless-clouds,,,,,,,,
JAMIE KLENETSKY FAY,http://jamieklenetsky.com,Vanishing,2018,,,,,"3'00""",,SATB Divisi (SSAATTBB),,,,English,https://jamieklenetsky.com/works/,,https://soundcloud.com/jamieklenetsky/vanishing,,,,,,,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,A-Wassail A-Wassailing,,,,,Jan C. Snow,,3,SSAA,,Soprano,,English,,,,,,,,,,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,Another Song,2014,,,,Jan C. Snow,"4'42""",3,"SSA, SSAA",,,,English,,,,,,,,,Piano/Keyboard,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,Be The Change,2016,,,,Jan C. Snow,,3,SSAA,,,,English,,,,,,,,,Piano/Keyboard,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,I Have Learned,2010,,,,Jan C. Snow,,3,SSAA,,Mid-range solo,,English,,,,,,,,,Piano/Keyboard,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,Loaded Language (talking 'bout guns),2016,,,,Jan C. Snow,,3,SSAA,,,,English,,,,,,,,,Piano/Keyboard,,
JAN C. SNOW,https://musicforvoices.com/jan-c-snow,Of Frost And Fire,2013,,,,Jan C. Snow,,4,SSAA,,,,English,,,,,,,,,Piano/Keyboard,,
JANE FRASIER,http://janefrasier.com,"American Requiem, An",,,,,,"35'00""",3,,,,With Chorus,,,,,,,,,,,,
JANELLE LAWRENCE,https://www.janellelawrence.com/,Normality Haunts Me,,,,,Janelle Lawrence,3'00,,,,,,English,https://www.janellelawrence.com/purchase,,,https://www.youtube.com/watch?v=NoVR5KSVhms,,,,,,,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Alleluia,2003,,,,Traditional,5',2,"SSA, SAT/SAB/Three-Part Mixed",Written for SSA or SAB,,,English,,,http://www.janikavandervelde.com/mp3/Alleluia.mp3,,,,,,"Piano/Keyboard, Other/Additional/Optional (see below)",,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Ancient Echoes Across the Stara Planina,1994,,,,,"17'00""",,,,,,,http://www.janikavandervelde.com/catalog.html#Ancient%20Echoes,,http://www.janikavandervelde.com/AncientEchoes/AncientEchoes.html,,,,,,,,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,"Heart, Not So Heavy As Mine",2015,,,,Emily Dickinson,"5'00""",3,SATB,,,,English,,,,,,,,,Organ,,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Kyla Vuotti Uutta Kutta,2001,,,,Traditional,6',3,Other (see below),SATBB,,,Finnish,,,http://earthsongschoralmusic.com/media/mp3s/vj.kylat1.mp3,,,,,,Unaccompanied,,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,O Viridissima Virga,1992,,,,Hildegard von Bingen,4',4,SATB,,Soprano and tenor solos,,Latin,,,http://www.janikavandervelde.com/mp3/OViridissima.mp3,http://youtu.be/sfMVj3TxqqY,,,,,Other/Additional/Optional (see below),,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Polyhymnia,1992,,,,,"10'00""",,,,,,,http://www.janikavandervelde.com/catalog.html#Polyhymnia,,,,,,,,,,
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Water of Life,2010,,,,Jody Johnson,15',4,SATB,,,,English,,,http://www.janikavandervelde.com/mp3/WaterOfLife.mp3,,,,,,Piano/Keyboard,"This piece for SATB choir and piano four-hands is written as a series of vignettes that trace the hydrologic cycle: rain, mountain stream, waterfall, lake, river, sea, mist, clouds, rain.",
JANIKA VANDERVELDE,http://www.janikavandervelde.com/,Water of Life,2010,,,,,"14'00""",,,,,,,http://www.janikavandervelde.com/catalog.html#Water%20Of%20Life,,,,,,,,,,
JARED ISAAC ARAGÓN,http://jiaragon.weebly.com,Behold! I Build a House,2011,,,,Traditional,"6'00""",,SATB,,,pno,English,https://jiaragon.weebly.com/contact.html,,https://youtu.be/Vuf5F96T-eE,,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,"I, Too, Sing America",,,,,Langston Hughes,,,,,,pno,English,https://www.jasminebarnescomposer.com/product-page/i-too-sing-america,,,,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,In The Beginning,,,,,,,,,,,,English,https://www.jasminebarnescomposer.com/product-page/in-the-beginning,,,,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,Prayer of Jabez,,,,,Biblical text taken from I Chronicles 4:10 (Prayer of Jabez),"2'50""",,,,,,English,https://www.jasminebarnescomposer.com/product-page/prayer-of-jabez,,,https://www.youtube.com/watch?v=Y5hz9nXoOtk,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,Rock With You,,,,,Michael Jackson,,,,,,,English,https://www.jasminebarnescomposer.com/product-page/rock-with-you-arrangement,,,,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,Sometimes I Cry,,,,,Tupac Shakur,"3'50""",,,,,,English,https://www.jasminebarnescomposer.com/product-page/sometimes-i-cry-text-by-tupac-shakur,,,https://www.youtube.com/watch?v=gGGk2tZcRSc,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,The Fall,,,,,Jasmine Arielle Barnes,,,,,,,English,https://www.jasminebarnescomposer.com/product-page/the-fall,,,,,,,,,,
JASMINE ARIELLE BARNES,https://soundcloud.com/jazzybsinger,Wade in the Water,,,,,Traditional Spiritual,"3'20""",,,,,,English,https://www.jasminebarnescomposer.com/product-page/wade-in-the-water-arrangement,,,https://www.youtube.com/watch?v=hrrR4GrNawg,,,,,,,
JASMINE THOMASIAN,http://jmthomasian.github.io,A Birthday,2017,,,,Christina Rossetti,3',,SATB,,,,English,,,,http://www.youtube.com/watch?v=l3Zm9gmEFSs,,,,,Unaccompanied,,
JASMINE THOMASIAN,http://jmthomasian.github.io,Creation Telling,2015,,,,,14',,SATB,,Multiple solos,,English,,,,,,,,,Unknown,,
JASMINE THOMASIAN,http://jmthomasian.github.io,On the Beach at Night,2020,,,,Walt Whitman,"3'30""",,SATB,,,,English,,,,http://sites.northwestern.edu/compositionshowcase/winter2021/,,,,,Unaccompanied,,
JASMINE THOMASIAN,http://jmthomasian.github.io,Tales of Corporate America,2020,,,,"Katherine Bruton, Claire DiVizio",6',,Other (see below),Mixed combination of any voice type,,,English,,,,,,,,,"Unaccompanied, Unknown",,
JASMINE THOMASIAN,http://jmthomasian.github.io,Thought of Norea,2016,,,,Nag Hammadi Library,8',,SSA,,,,English,,,,,,,,,Unaccompanied,,
JEAN AHN,http://jeanahn.com,"Froggy, Froggy",2002,,,,,,,SATB,,,,,https://www.jeanahn.com/works,,,,,,,,,,
JEAN AHN,http://jeanahn.com,Gangwondo Arirang,2017,,,,,"4'00""",,SATB,,,,,https://www.jeanahn.com/works,,http://jeanahn.com/works/,,,,,,,,
JEAN AHN,http://jeanahn.com,Song Of Mongeumpo,2017,,,,,"4'00""",,SATB,,,,,https://www.jeanahn.com/works,,http://jeanahn.com/works/,,,,,,,,
JEAN AHN,http://jeanahn.com,The Word Became Flesh,2018,,,,,,,SATB,,,,,https://www.jeanahn.com/works,,,,,,,,,,
JEAN AHN,http://jeanahn.com,"You are Lovely, But",2018,,,,Antoine de Saint-Exupéry,4',,SATB,,,,English,https://www.sheetmusicplus.com/title/you-are-lovely-but-digital-sheet-music/21321768?ac=1,https://www.sheetmusicplus.com/title/you-are-lovely-but-digital-sheet-music/21321768?ac=1,https://www.sheetmusicplus.com/title/you-are-lovely-but-digital-sheet-music/21321768?ac=1,,,,,,,,
JEAN AHN,http://jeanahn.com,Zeteo,2009,,,,,"5'00""",,SATB,,,,,https://www.jeanahn.com/works,,http://jeanahn.com/works/,,,,,,,,
JEAN COULTHARD,https://en.wikipedia.org/wiki/Jean_Coulthard,Fanfare Overture,1985,,,,,,,,,,"3fl - 2ob - 2cl - 3bsn / 4hn - 3tpt - 3tbn - 1tba / timp,3perc / chor / str",,https://cmccanada.org/shop/8527,,,,,,,,,,
JEAN COULTHARD,https://en.wikipedia.org/wiki/Jean_Coulthard,This Land,1967,,,,,"40'00""",6,,,"Soprano, Contralto, Tenor, and Baritone","3fl+picc - 3ob+eh - 2cl - 3bsn+cbsn / 4hn - 2tpt - 3tpt / timp,perc / SATB chor / hp / str / tape",,https://cmccanada.org/shop/7933/,,,,,,,,,,
JEAN COULTHARD,https://en.wikipedia.org/wiki/Jean_Coulthard,Vancouver Lights,1980,,,,,"15'00""",,,,Soprano and Baritone,"3fl - 3ob - 3cl - 3bsn / 4hn - 3tpt - 3tbn - 1tba / timp,1perc / mix chor / hp / str",,https://cmccanada.org/shop/7935,,,,,,,,,,
JEANETTE GALLANT,http://www.jeanettegallant.com,I Heard The Bells On Christmas Day,,,Unknown,Jeanette Gallant,Henry Wadsworth Longfellow,,,SATB Divisi,,"SSATB, Soprano Solo, Children's Choir","pno, opt. h-bells",English,https://www.jeanettegallant.com/product-page/i-heard-the-bells-on-christmas-day-1,,,,,,,,,,
JEANETTE GALLANT,http://www.jeanettegallant.com,Navaie,,,,,,"6'00""",,SATB,,,"tar, daf, kouzeh, tombak",Farsi,http://www.jeanettegallant.com/music,,,https://www.youtube.com/watch?v=_9NpH8No-S4,,,,,,,
JEANETTE GALLANT,http://www.jeanettegallant.com,Yan Zi/The Swallow,2017,,,,Chinese and Canadian Folksongs,"7'00""",3,SSATB,,,str,"Mandarin, English",https://www.jeanettegallant.com/music,,,https://www.youtube.com/watch?v=05G0YEjcEIE&feature=youtu.be,,,,,,,
JEANETTE GALLANT,http://www.jeanettegallant.com,Yan Zi/The Swallow,2017,,,,Chinese and Canadian Folksongs,"7'00""",,SSAA Divisi (SSSAA),,,pno,"Mandarin, English",https://www.jeanettegallant.com/music,,,https://www.youtube.com/watch?v=05G0YEjcEIE&feature=youtu.be,,,,,,,
JENNAYA ROBISON,https://conservatory.umkc.edu/profiles/faculty-directory/jennaya-robinson.html,"All Praise To Thee, My God This Night",,,Traditional,Jennaya Robison,,"3'00""",,SSAATTBB,,,,English,https://kjos.com/all-praise-to-thee.html,,https://www.jwpepper.com/All-Praise-to-Thee-My-God-This-Night/10617791.item#/submit,,,,,,,,
JENNAYA ROBISON,https://conservatory.umkc.edu/profiles/faculty-directory/jennaya-robinson.html,Down To The River To Pray,2019,,Traditional Spiritual,Jennaya Robison,,"3'00""",,SATB,,,,English,http://www.pavanepublishing.com/,,https://www.youtube.com/watch?v=f4ME0RUDNv0,,,,,,,,
JENNAYA ROBISON,https://conservatory.umkc.edu/profiles/faculty-directory/jennaya-robinson.html,I Wonder As I Wander,2020,,Traditional Applachian,Jennaya Robison,,"5'00""",,SSAA,,,ob,English,http://www.pavanepublishing.com/,,https://www.jwpepper.com/I-Wonder-as-I-Wander/11196203.item#/submit,,,,,,,,
JENNAYA ROBISON,https://conservatory.umkc.edu/profiles/faculty-directory/jennaya-robinson.html,Ring Out!,2020,,,,Jennaya Robison,"2'00""",,SSAA,,,h-bells,English,https://www.morningstarmusic.com/ring-out-robison.html,,https://www.jwpepper.com/Ring-Out%21/11199585.item#/submit,,,,,,,,
JENNAYA ROBISON,https://conservatory.umkc.edu/profiles/faculty-directory/jennaya-robinson.html,Sim Shalom,2019,,Hebrew Morning Service,Jennaya Robison,,"3'00""",,SATB,,,"2vln, vla, vc",Hebrew,https://www.morningstarmusic.com/sim-shalom-robison.html,,https://www.jwpepper.com/Sim-Shalom/11197381.item#/submit,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,A Universal Dream,,,,,"Meta Hellman, Jane Addams",6',,SSAA,,,"pno, djembe",,https://sbmp.com/SR2.php?CatalogNumber=1058,,https://sbmp.com/SR2.php?CatalogNumber=1058,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,A Universal Dream,,,,,"Meta Hellman, Jane Addams",6',,SSAA,,,"pno, djembe",,https://sbmp.com/SR2.php?CatalogNumber=1058,,https://sbmp.com/SR2.php?CatalogNumber=1058,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,A Universal Dream,2010,,,,"Multiple Sources, Jenni Brandon",6',,SSAA,,,,English,,,,http://www.youtube.com/watch?v=yoHyPBqLdTU,,,,,"Piano/Keyboard, Other/Additional/Optional (see below)",,
JENNI BRANDON,http://jennibrandon.com/,All That You Need is You,,,,,Carisa Kozicki,"5'20""",,SATB,,,,English,,,http://soundcloud.com/jennibrandon/all-that-you-need-is-you-by-jenni-brandon?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Fall-that-you-need-is-you-by-jenni-brandon,,,,,,"Piano/Keyboard, Other/Additional/Optional (see below)",,
JENNI BRANDON,http://jennibrandon.com/,All That You Need Is You,,,,,Carisa Kozicki,"5'18""",,SATB,,,"pno, vln (opt.)",,https://jennibrandon.com/product/all-that-you-need-is-you/,,https://soundcloud.com/jennibrandon/all-that-you-need-is-you-by-jenni-brandon,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,All That You Need Is You,,,,,Carisa Kozicki,"5'18""",,SATB,,,"pno, vln (opt.)",,https://jennibrandon.com/product/all-that-you-need-is-you/,,https://soundcloud.com/jennibrandon/all-that-you-need-is-you-by-jenni-brandon,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,America Belongs to Us,2016,,,,Oliver Mayer,"9'30""",,SATB,,,,English,,,http://soundcloud.com/jennibrandon/america-belongs-to-us?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Famerica-belongs-to-us,,,,,,"Wind Ensemble, Other/Additional/Optional (see below)",,
JENNI BRANDON,http://jennibrandon.com/,At Night,,,,,Amy Lowell,"5'20""",,SATB,,,,,https://jennibrandon.com/product/at-night-satb-a-cappella-sheet-music/,,https://soundcloud.com/jennibrandon/at-night-for-satb-a-cappella,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,At Night,2008,,,,Amy Lowell,"5'20""",,SATB,,,,English,,,http://soundcloud.com/jennibrandon/at-night-for-satb-a-cappella?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Fat-night-for-satb-a-cappella,,,,,,Unaccompanied,,
JENNI BRANDON,http://jennibrandon.com/,At Night,,,,,Amy Lowell,"5'20""",,SATB,,,,,https://jennibrandon.com/product/at-night-satb-a-cappella-sheet-music/,,https://soundcloud.com/jennibrandon/at-night-for-satb-a-cappella,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Breakable,,,,,Annabelle Moseley,5',,SA/Two-Part Treble (includes Children's Chorus),,,,English,,,http://soundcloud.com/jennibrandon/breakable?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Fbreakable,,,,,,Piano/Keyboard,,
JENNI BRANDON,http://jennibrandon.com/,Breakable,,,,,Annabelle Moseley,"5'00""",,SA,,,fl,,https://graphitepublishing.com/wp-content/uploads/2016/08/B013Prev.pdf,,https://graphitepublishing.com/product/breakable/,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Breakable,,,,,Annabelle Moseley,"5'00""",,SA,,,fl,,https://graphitepublishing.com/wp-content/uploads/2016/08/B013Prev.pdf,,https://graphitepublishing.com/product/breakable/,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Dancing Naked At The Edge Of Dawn,,,,,Kris Radish,10',,SSAA,,,"fl, pno, perc",,https://jennibrandon.com/product/dancing-naked-at-the-edge-of-dawn-for-ssaa-choir-percussion-piano/,,https://soundcloud.com/jennibrandon/dancing-naked-at-the-edge-of-dawn,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Dancing Naked at the Edge of Dawn,,,,,Kris Radish,10',,SSAA,,,,English,,,http://soundcloud.com/jennibrandon/dancing-naked-at-the-edge-of-dawn?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Fdancing-naked-at-the-edge-of-dawn,,,,,,"Piano/Keyboard, Other/Additional/Optional (see below)",,
JENNI BRANDON,http://jennibrandon.com/,Dancing Naked At The Edge Of Dawn,,,,,Kris Radish,10',,SSAA,,,"fl, pno, perc",,https://jennibrandon.com/product/dancing-naked-at-the-edge-of-dawn-for-ssaa-choir-percussion-piano/,,https://soundcloud.com/jennibrandon/dancing-naked-at-the-edge-of-dawn,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Earth Grown Old,2004,,,,Christina Rossetti,,,SATB,,,,English,,,,,,,,,Piano/Keyboard,,
JENNI BRANDON,http://jennibrandon.com/,Earth Grown Old,,,,,Rosetti,,,SATB,,,pno,,https://www.boosey.com/teaching/sheet-music/Jenni-Brandon-Earth-Grown-Old/39452,,,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Earth Grown Old,,,,,Rosetti,,,SATB,,,pno,,https://www.boosey.com/teaching/sheet-music/Jenni-Brandon-Earth-Grown-Old/39452,,,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Make Music Sweet,2010,,,,James Joyce,"4'10""",,SATB,,,,English,,,http://soundcloud.com/jennibrandon/lovewandersthere?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fjennibrandon%252Flovewandersthere,,,,,,Piano/Keyboard,,
JENNI BRANDON,http://jennibrandon.com/,Make Music Sweet,,,,,James Joyce,"8'47""",,SATB,,,pno,,https://www.boosey.com/shop/prod/Brandon-Jenni-Make-Music-Sweet/2068429,,https://jennibrandon.com/product/make-music-sweet-for-satb-choir-and-piano-sheet-music/,,,,,,,,
JENNI BRANDON,http://jennibrandon.com/,Make Music Sweet,,,,,James Joyce,"8'47""",,SATB,,,pno,,https://www.boosey.com/shop/prod/Brandon-Jenni-Make-Music-Sweet/2068429,,https://jennibrandon.com/product/make-music-sweet-for-satb-choir-and-piano-sheet-music/,,,,,,,,
